Well,562
A1,2.431
B1,0.283
C1,0.241
D1,0.157
E1,0.255
F1,0.271
G1,0.31
H1,0.276
A2,2.383
B2,0.259
C2,0.222
D2,0.159
E2,0.254
F2,0.264
G2,0.297
H2,0.256
A3,2.002
B3,0.11
C3,0.171
D3,0.183
E3,0.262
F3,0.184
G3,0.449
H3,0.213
A4,1.853
B4,0.111
C4,0.171
D4,0.176
E4,0.245
F4,0.175
G4,0.446
H4,0.201
A5,1.384
B5,0.074
C5,0.348
D5,0.176
E5,0.288
F5,0.36
G5,0.402
H5,0.438
A6,1.309
B6,0.074
C6,0.333
D6,0.168
E6,0.273
F6,0.322
G6,0.369
H6,0.429
A7,1.04
B7,0.144
C7,0.202
D7,0.207
E7,0.209
F7,0.328
G7,0.348
H7,0.502
A8,1.176
B8,0.145
C8,0.205
D8,0.212
E8,0.214
F8,0.321
G8,0.312
H8,0.496
A9,0.789
B9,0.159
C9,0.163
D9,0.214
E9,0.188
F9,0.326
G9,0.246
H9,0.689
A10,0.832
B10,0.164
C10,0.17
D10,0.216
E10,0.186
F10,0.311
G10,0.244
H10,0.683
A11,0.473
B11,0.199
C11,0.213
D11,0.378
E11,0.299
F11,0.28
G11,0.282
H11,0.388
A12,0.52
B12,0.198
C12,0.206
D12,0.379
E12,0.285
F12,0.264
G12,0.272
H12,0.383
