PLUG.ID,IMG,Treatment,Polyp,Treatment,Time,Red.Standard,Blue.Standard ,Green.Standard,Red.Coral,Blue.Coral,Green.Coral
2015,2,Light,2,1,t2,254.897,217.057,127.304,201.597,148.184,183.444
2015,2,Light,3,1,t2,254.897,217.057,127.304,199.349,144.046,180.849
1606,2,Light,1,1,t2,254.897,217.057,127.304,132.995,62.418,98.71
1606,2,Light,2,1,t2,254.897,217.057,127.304,130.586,61.474,98.383
1606,2,Light,3,1,t2,254.897,217.057,127.304,129.523,59.226,96.41
1316,3,Light/Feed,1,2,t2,254.997,237.824,140.543,184.077,98.953,153.005
1316,3,Light/Feed,2,2,t2,254.997,237.824,140.543,221.788,124.777,185.076
1316,3,Light/Feed,3,2,t2,254.997,237.824,140.543,181.305,93.84,149.415
2303,3,Light/Feed,1,2,t2,254.997,237.824,140.543,235.68,169.857,207.333
2303,3,Light/Feed,2,2,t2,254.997,237.824,140.543,234.519,167.634,209.218
2303,3,Light/Feed,3,2,t2,254.997,237.824,140.543,233.119,164.488,204.469
1246,3,Light/Feed,1,2,t2,254.997,237.824,140.543,230.091,166.928,200.239
1246,3,Light/Feed,2,2,t2,254.997,237.824,140.543,229.511,160.571,199.336
1246,3,Light/Feed,3,2,t2,254.997,237.824,140.543,223.057,158.324,194.308
1756,3,Light/Feed,1,2,t2,254.997,237.824,140.543,142.029,99.014,121.514
1756,3,Light/Feed,2,2,t2,254.997,237.824,140.543,151.356,99.123,124.942
1756,3,Light/Feed,3,2,t2,254.997,237.824,140.543,147.961,101.238,125.154
2753,3,Light/Feed,1,2,t2,254.997,237.824,140.543,201.224,138.626,176.309
2753,3,Light/Feed,2,2,t2,254.997,237.824,140.543,239.045,172.24,212.426
2753,3,Light/Feed,3,2,t2,254.997,237.824,140.543,230.934,161.193,202.68
1353,3,Light/Feed,1,2,t2,254.997,237.824,140.543,185.517,98.273,149.758
1353,3,Light/Feed,2,2,t2,254.997,237.824,140.543,167.447,75.062,128.879
1353,3,Light/Feed,3,2,t2,254.997,237.824,140.543,201.458,107.365,163.134
2525,3,Light/Feed,1,2,t2,254.997,237.824,140.543,209.841,115.517,175.353
2525,3,Light/Feed,2,2,t2,254.997,237.824,140.543,192.936,107.823,157.649
2525,3,Light/Feed,3,2,t2,254.997,237.824,140.543,145.476,66.744,110.803
1275,3,Light/Feed,1,2,t2,254.997,237.824,140.543,209.909,159.497,188.544
1275,3,Light/Feed,2,2,t2,254.997,237.824,140.543,201.948,149.602,179.505
1275,3,Light/Feed,3,2,t2,254.997,237.824,140.543,196.558,140.819,176.177
1260,4,Light,1,1,t2,180.286,137.063,63.668,144.601,97.662,125.055
1260,4,Light,2,1,t2,180.286,137.063,63.668,136.456,105.296,125.041
1260,4,Light,3,1,t2,180.286,137.063,63.668,137.58,114.22,128.312
2863,4,Light,1,1,t2,180.286,137.063,63.668,100.09,51.411,79.118
2863,4,Light,2,1,t2,180.286,137.063,63.668,117.656,69.628,98.231
2863,4,Light,3,1,t2,180.286,137.063,63.668,136.257,111.555,131.189
1534,4,Light,1,1,t2,180.286,137.063,63.668,107.461,70.178,91.087
1534,4,Light,2,1,t2,180.286,137.063,63.668,96.193,52.783,75.872
1534,4,Light,3,1,t2,180.286,137.063,63.668,101.845,56.149,79.633
1235,4,Light,1,1,t2,180.286,137.063,63.668,172.199,144.228,161.83
1235,4,Light,2,1,t2,180.286,137.063,63.668,167.315,115.433,145.635
1235,4,Light,3,1,t2,180.286,137.063,63.668,153.736,112.147,135.656
1459,4,Light,1,1,t2,180.286,137.063,63.668,138.701,82.226,115.621
1459,4,Light,2,1,t2,180.286,137.063,63.668,128.267,74.69,101.901
1459,4,Light,3,1,t2,180.286,137.063,63.668,149.213,84.826,124.122
2164,4,Light,1,1,t2,180.286,137.063,63.668,118.23,70.006,95.589
2164,4,Light,2,1,t2,180.286,137.063,63.668,132.342,74.54,109.217
2164,4,Light,3,1,t2,180.286,137.063,63.668,138.577,87.754,119.236
1264,4,Light,1,1,t2,180.286,137.063,63.668,141.745,119.185,141.865
1264,4,Light,2,1,t2,180.286,137.063,63.668,105.965,63.35,97.327
1264,4,Light,3,1,t2,180.286,137.063,63.668,148.639,101.396,136.277
2861,4,Light,1,1,t2,180.286,137.063,63.668,116.4,72.946,98.791
2861,4,Light,2,1,t2,180.286,137.063,63.668,163.099,131.45,159.149
2861,4,Light,3,1,t2,180.286,137.063,63.668,142.185,85.204,121.218
1083,5,Light/Feed,1,2,t2,199.742,150.577,80.805,142.506,78.297,122.835
1083,5,Light/Feed,2,2,t2,199.742,150.577,80.805,120.663,75.943,106.271
1083,5,Light/Feed,3,2,t2,199.742,150.577,80.805,120.848,74.973,104.606
2882,5,Light/Feed,1,2,t2,199.742,150.577,80.805,93.788,63.447,83.978
2882,5,Light/Feed,2,2,t2,199.742,150.577,80.805,105.822,70.146,93.809
2882,5,Light/Feed,3,2,t2,199.742,150.577,80.805,95.684,63.943,85.298
1484,5,Light/Feed,1,2,t2,199.742,150.577,80.805,103.567,44.563,82.96
1484,5,Light/Feed,2,2,t2,199.742,150.577,80.805,129.593,69.679,112.872
1484,5,Light/Feed,3,2,t2,199.742,150.577,80.805,157.187,76.5,129.076
2513,5,Light/Feed,1,2,t2,199.742,150.577,80.805,150.528,108.013,141.446
2513,5,Light/Feed,2,2,t2,199.742,150.577,80.805,132.877,96.586,124.683
2513,5,Light/Feed,3,2,t2,199.742,150.577,80.805,138.226,96.076,127.33
2189,5,Light/Feed,1,2,t2,199.742,150.577,80.805,109.432,59.29,90.622
2189,5,Light/Feed,2,2,t2,199.742,150.577,80.805,108.549,56.823,86.751
2189,5,Light/Feed,3,2,t2,199.742,150.577,80.805,123.187,66.582,101.777
2184,5,Light/Feed,1,2,t2,199.742,150.577,80.805,164.563,100.035,148.771
2184,5,Light/Feed,2,2,t2,199.742,150.577,80.805,140.345,80.607,119.342
2184,5,Light/Feed,3,2,t2,199.742,150.577,80.805,163.852,103.216,148.301
2070,5,Light/Feed,1,2,t2,199.742,150.577,80.805,173.267,100.19,148.97
2070,5,Light/Feed,2,2,t2,199.742,150.577,80.805,178.69,103.759,151.3
2070,5,Light/Feed,3,2,t2,199.742,150.577,80.805,174.434,101.073,151.131
2410,5,Light/Feed,1,2,t2,199.742,150.577,80.805,133.464,79.835,115.289
2410,5,Light/Feed,2,2,t2,199.742,150.577,80.805,138.665,80.915,120.352
2410,5,Light/Feed,3,2,t2,199.742,150.577,80.805,159.356,100.154,142.289
2407,6,Dark,1,0,t2,177.89,111.8004,61.196,141.13,103.898,124.513
2407,6,Dark,2,0,t2,177.89,111.8004,61.196,149.528,128.728,140.14
2407,6,Dark,3,0,t2,177.89,111.8004,61.196,139.01,120.585,129.009
2146,6,Dark,1,0,t2,177.89,111.8004,61.196,108.442,53.614,89.813
2146,6,Dark,2,0,t2,177.89,111.8004,61.196,123.062,61.381,102.516
2146,6,Dark,3,0,t2,177.89,111.8004,61.196,131.254,64.124,110.62
2858,6,Dark,1,0,t2,177.89,111.8004,61.196,124.855,59.673,100.476
2858,6,Dark,2,0,t2,177.89,111.8004,61.196,130.04,774.191,110.684
2858,6,Dark,3,0,t2,177.89,111.8004,61.196,132.83,77.755,117.491
2735,6,Dark,1,0,t2,177.89,111.8004,61.196,121.312,59.876,101.813
2735,6,Dark,2,0,t2,177.89,111.8004,61.196,117.31,61.567,99.316
2735,6,Dark,3,0,t2,177.89,111.8004,61.196,120.993,57.219,101.647
2564,6,Dark,1,0,t2,177.89,111.8004,61.196,211.517,200.012,205.032
2564,6,Dark,2,0,t2,177.89,111.8004,61.196,164.632,159.856,165.97
2564,6,Dark,3,0,t2,177.89,111.8004,61.196,198.855,192.858,196.562
2517,6,Dark,1,0,t2,177.89,111.8004,61.196,104.47,71.131,90.572
2517,6,Dark,2,0,t2,177.89,111.8004,61.196,104.494,61.053,87.919
2517,6,Dark,3,0,t2,177.89,111.8004,61.196,115.385,73.705,98.205
2014,6,Dark,1,0,t2,177.89,111.8004,61.196,125.065,75.971,109.839
2014,6,Dark,2,0,t2,177.89,111.8004,61.196,127.308,81.014,112.467
2014,6,Dark,3,0,t2,177.89,111.8004,61.196,136.379,85.267,122.645
1562,6,Dark,1,0,t2,177.89,111.8004,61.196,139.107,89.063,122.332
1562,6,Dark,2,0,t2,177.89,111.8004,61.196,122.72,70.203,105.391
1562,6,Dark,3,0,t2,177.89,111.8004,61.196,86.774,49.3,72.434
